BME Probabilistic data
8    NOTE: The actual number of columns varies from line to line
s1
s2
time
code for the variable (equal to one)
Type of soft pdf (equal to 2, corresponding to linear)
number of limit values, nl
limits of intervals (nl values)
probability density (nl values)
              8               0               1   1  2    4   3.49384   3.77057   4.28292   4.66695           0 1.18662 1.18662 0 
              0               2               1   1  2    4   1.68896   1.94915   2.21375    2.5111           0 1.84037 1.84037 0 
              4               0               1   1  2    4   3.93023   4.08689   4.28352     5.389           0 1.20817 1.20817 0 
              4               8               1   1  2    4   2.56545   2.58381   3.05014    3.9125           0 1.10291 1.10291 0 
              2               0               1   1  2    4   1.47234   1.67044   2.35635   3.28885           0 0.799227 0.799227 0 
              2              10               1   1  2    4   2.50531    2.6453   3.06788   4.65414           0 0.777785 0.777785 0 
              6               6               1   1  2    4   1.75102    1.7667   1.81909   2.75337           0 1.89622 1.89622 0 
              8               6               1   1  2    4   3.01984   3.11069   3.20394   3.51467           0 3.40095 3.40095 0 
              6               4               1   1  2    4   3.07318   3.34886   3.77998   4.71638           0 0.964173 0.964173 0 
              6              10               1   1  2    4   2.79996   2.91426   3.10792    3.3692           0 2.62157 2.62157 0 
              4               4               1   1  2    4   2.70955   2.78452   3.01295   4.65366           0 0.920579 0.920579 0 
              8               0               2   1  2    4   3.47931   3.69554   3.93906   3.96063           0 2.75925 2.75925 0 
              0               2               2   1  2    4   1.51521   1.72789   2.09721   3.87676           0 0.732369 0.732369 0 
              4               0               2   1  2    4   2.99805   3.06328   3.20806    3.8672           0 1.97253 1.97253 0 
              4               8               2   1  2    4   2.10589   2.30957    2.5448   3.85806           0 1.00634 1.00634 0 
              2               0               2   1  2    4   1.64782   1.81994    2.4373   4.78881           0 0.532149 0.532149 0 
              2              10               2   1  2    4   1.62673   1.84201   2.37225   2.47702           0 1.44872 1.44872 0 
              6               6               2   1  2    4   1.77325   1.96439   2.51647   3.85257           0 0.760052 0.760052 0 
              8               6               2   1  2    4   3.22088   3.46175   3.80912   5.69701           0 0.70834 0.70834 0 
              6               4               2   1  2    4   3.90181   4.11661   4.35863   6.20815           0 0.784818 0.784818 0 
              6              10               2   1  2    4   3.84248   3.85548   4.31205   4.43978           0 1.89779 1.89779 0 
              4               4               2   1  2    4   4.91359   4.92523   5.48548   6.85079           0 0.800816 0.800816 0 
              8               0               3   1  2    4   2.08637   2.28889   2.58126   3.44162           0 1.21387 1.21387 0 
              0               2               3   1  2    4   1.06636   1.20229   1.67955   3.32508           0 0.730999 0.730999 0 
              4               0               3   1  2    4   2.17147   2.19349   2.37555   4.27221           0 0.876118 0.876118 0 
              4               8               3   1  2    4    2.0663   2.21204   2.52493   4.50724           0 0.726258 0.726258 0 
              2               0               3   1  2    4   1.15069   1.19831      1.78   4.38752           0 0.523763 0.523763 0 
              2              10               3   1  2    4   1.65778     1.696   1.99495    3.0668           0 1.17098 1.17098 0 
              6               6               3   1  2    4   2.52979    2.5449   3.17616   5.32669           0 0.583403 0.583403 0 
              8               6               3   1  2    4   2.70203   2.97653   3.21949   4.78412           0 0.860199 0.860199 0 
              6               4               3   1  2    4   4.20058   4.41975   4.89748     6.206           0 0.805426 0.805426 0 
              6              10               3   1  2    4   3.96651   4.01952   4.23334   4.45346           0 2.85404 2.85404 0 
              4               4               3   1  2    4   2.18144   2.45903   2.53883   4.69048           0 0.772547 0.772547 0 
              8               0               4   1  2    4   1.31996   1.50041   2.09526   2.32218           0 1.25228 1.25228 0 
              0               2               4   1  2    4   2.88473   2.97283   3.12791   3.64964           0 2.17395 2.17395 0 
              4               0               4   1  2    4   1.26882   1.44366   1.72484   3.09789           0 0.947757 0.947757 0 
              4               8               4   1  2    4   1.27379    1.4835     1.497   4.24556           0 0.669955 0.669955 0 
              2               0               4   1  2    4   2.39758   2.46377   2.97178   3.18964           0 1.53839 1.53839 0 
              2              10               4   1  2    4   1.64687   1.74462   2.04433   4.24907           0 0.6892 0.6892 0 
              6               6               4   1  2    4    2.9351   3.04928   3.67028   6.65919           0 0.46029 0.46029 0 
              8               6               4   1  2    4   4.00346   4.24809   4.48618   6.45587           0 0.743357 0.743357 0 
              6               4               4   1  2    4   3.10366   3.12984   3.60726   6.25047           0 0.551842 0.551842 0 
              6              10               4   1  2    4    2.0949    2.3825   2.93627   5.34312           0 0.526041 0.526041 0 
              4               4               4   1  2    4   3.85863   4.10883   4.49162   4.58851           0 1.79749 1.79749 0 
              8               0               5   1  2    4   2.29804   2.34639   2.63353   3.33215           0 1.51371 1.51371 0 
              0               2               5   1  2    4   2.07914   2.11354   2.37171   3.25987           0 1.38994 1.38994 0 
              4               0               5   1  2    4   1.91391   2.17659   2.61462   5.25321           0 0.529474 0.529474 0 
              4               8               5   1  2    4   2.66259   2.89837   3.56225   4.60034           0 0.768749 0.768749 0 
              2               0               5   1  2    4   2.81428   2.98956    3.1502   3.57993           0 2.15915 2.15915 0 
              2              10               5   1  2    4   4.51631   4.59853   5.12233   7.27127           0 0.609986 0.609986 0 
              6               6               5   1  2    4   1.86572   2.15801   2.50671   2.74559           0 1.62791 1.62791 0 
              8               6               5   1  2    4   3.42488   3.53167   3.78715   6.23187           0 0.653069 0.653069 0 
              6               4               5   1  2    4   2.40346   2.50104   2.52909   4.63976           0 0.883255 0.883255 0 
              6              10               5   1  2    4     1.791   1.96311   2.08472   4.64441           0 0.672264 0.672264 0 
              4               4               5   1  2    4   2.95255   3.13312   3.73126   5.04683           0 0.742826 0.742826 0 
